qualtrics_id,PD_familiarity,task,item,response,strength,choice,preference_type
R_1kH6NuS3MFdCgvH,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_2c60t6KOIDTWPQb,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_2c60t6KOIDTWPQb,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_2c60t6KOIDTWPQb,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_2c60t6KOIDTWPQb,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_2c60t6KOIDTWPQb,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_3NxnmHwGoDxtu4s,Yes,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3NxnmHwGoDxtu4s,Yes,PD,recession,Definitely Program A,Definitely,A,absolute
R_3NxnmHwGoDxtu4s,Yes,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3NxnmHwGoDxtu4s,Yes,PD,oil,Definitely Program A,Definitely,A,absolute
R_3NxnmHwGoDxtu4s,Yes,PD,paper,Slight preference for Program B,Slight,B,absolute
R_3imx2cnhkoJOQDk,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3imx2cnhkoJOQDk,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_3imx2cnhkoJOQDk,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3imx2cnhkoJOQDk,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_3imx2cnhkoJOQDk,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_2UbCC7xz1UziliD,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_2UbCC7xz1UziliD,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_2UbCC7xz1UziliD,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_2UbCC7xz1UziliD,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_2UbCC7xz1UziliD,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_3e4uf0BTRRix7Q1,Yes,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3e4uf0BTRRix7Q1,Yes,PD,recession,Slight preference for Program A,Slight,A,absolute
R_3e4uf0BTRRix7Q1,Yes,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_3e4uf0BTRRix7Q1,Yes,PD,oil,Definitely Program A,Definitely,A,absolute
R_3e4uf0BTRRix7Q1,Yes,PD,paper,Slight preference for Program B,Slight,B,absolute
R_25FgHNiNx7jLHy1,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_25FgHNiNx7jLHy1,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_25FgHNiNx7jLHy1,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_25FgHNiNx7jLHy1,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_25FgHNiNx7jLHy1,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_tMnOA18LivcWZTH,"I'm not sure, maybe",PD,amusement,Slight preference for Program A,Slight,A,proportion
R_tMnOA18LivcWZTH,"I'm not sure, maybe",PD,recession,Slight preference for Program B,Slight,B,proportion
R_tMnOA18LivcWZTH,"I'm not sure, maybe",PD,plants,Slight Preference for Program A,Slight,A,proportion
R_tMnOA18LivcWZTH,"I'm not sure, maybe",PD,oil,Slight preference for Program B,Slight,B,proportion
R_tMnOA18LivcWZTH,"I'm not sure, maybe",PD,paper,Slight preference for Program A,Slight,A,proportion
R_ZrhKf7z3vIvV5Dj,Yes,PD,amusement,Definitely Program B,Definitely,B,absolute
R_ZrhKf7z3vIvV5Dj,Yes,PD,recession,Definitely Program A,Definitely,A,absolute
R_ZrhKf7z3vIvV5Dj,Yes,PD,plants,Definitely Program B,Definitely,B,absolute
R_ZrhKf7z3vIvV5Dj,Yes,PD,oil,Definitely Program A,Definitely,A,absolute
R_ZrhKf7z3vIvV5Dj,Yes,PD,paper,Definitely Program B,Definitely,B,absolute
R_3qQgm6HU6SzL5rW,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3qQgm6HU6SzL5rW,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_3qQgm6HU6SzL5rW,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3qQgm6HU6SzL5rW,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_3qQgm6HU6SzL5rW,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_RgdaG1r6ySaED3b,"I'm not sure, maybe",PD,amusement,Slight preference for Program B,Slight,B,absolute
R_RgdaG1r6ySaED3b,"I'm not sure, maybe",PD,recession,Definitely Program A,Definitely,A,absolute
R_RgdaG1r6ySaED3b,"I'm not sure, maybe",PD,plants,Slight Preference for Program B,Slight,B,absolute
R_RgdaG1r6ySaED3b,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_RgdaG1r6ySaED3b,"I'm not sure, maybe",PD,paper,Definitely Program B,Definitely,B,absolute
R_1dLxziNIY5kGLjd,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_1dLxziNIY5kGLjd,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_1dLxziNIY5kGLjd,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_1dLxziNIY5kGLjd,No,PD,oil,Slight preference for Program B,Slight,B,proportion
R_1dLxziNIY5kGLjd,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_3NCjdjlKV3JNqyx,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_3NCjdjlKV3JNqyx,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_3NCjdjlKV3JNqyx,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_3NCjdjlKV3JNqyx,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_3NCjdjlKV3JNqyx,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_1pRLQotumrUJQrp,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_1pRLQotumrUJQrp,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_1pRLQotumrUJQrp,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_1pRLQotumrUJQrp,No,PD,oil,Definitely Program B,Definitely,B,proportion
R_1pRLQotumrUJQrp,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_28zFXIh1LYIaHcN,"I'm not sure, maybe",PD,amusement,Definitely Program B,Definitely,B,absolute
R_28zFXIh1LYIaHcN,"I'm not sure, maybe",PD,recession,Definitely Program A,Definitely,A,absolute
R_28zFXIh1LYIaHcN,"I'm not sure, maybe",PD,plants,Definitely Program B,Definitely,B,absolute
R_28zFXIh1LYIaHcN,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_28zFXIh1LYIaHcN,"I'm not sure, maybe",PD,paper,Definitely Program B,Definitely,B,absolute
R_powEV8HrAm5kefT,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_powEV8HrAm5kefT,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_powEV8HrAm5kefT,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_powEV8HrAm5kefT,No,PD,oil,Slight preference for Program B,Slight,B,proportion
R_powEV8HrAm5kefT,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_2SeJv2phDwASPUs,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_2SeJv2phDwASPUs,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_2SeJv2phDwASPUs,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_2SeJv2phDwASPUs,No,PD,oil,Slight preference for Program B,Slight,B,proportion
R_2SeJv2phDwASPUs,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_AhTggtRHxH6xrTb,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_AhTggtRHxH6xrTb,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_AhTggtRHxH6xrTb,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_AhTggtRHxH6xrTb,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_AhTggtRHxH6xrTb,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_OxLEJkniZlsCYut,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_OxLEJkniZlsCYut,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_OxLEJkniZlsCYut,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_OxLEJkniZlsCYut,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_OxLEJkniZlsCYut,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_3CE2gCFZK0jtWCd,Yes,PD,amusement,Definitely Program B,Definitely,B,absolute
R_3CE2gCFZK0jtWCd,Yes,PD,recession,Definitely Program A,Definitely,A,absolute
R_3CE2gCFZK0jtWCd,Yes,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_3CE2gCFZK0jtWCd,Yes,PD,oil,Definitely Program A,Definitely,A,absolute
R_3CE2gCFZK0jtWCd,Yes,PD,paper,Definitely Program B,Definitely,B,absolute
R_1GPuj1DFOUqlnm3,"I'm not sure, maybe",PD,amusement,Slight preference for Program B,Slight,B,absolute
R_1GPuj1DFOUqlnm3,"I'm not sure, maybe",PD,recession,Slight preference for Program A,Slight,A,absolute
R_1GPuj1DFOUqlnm3,"I'm not sure, maybe",PD,plants,Slight Preference for Program B,Slight,B,absolute
R_1GPuj1DFOUqlnm3,"I'm not sure, maybe",PD,oil,Slight preference for Program A,Slight,A,absolute
R_1GPuj1DFOUqlnm3,"I'm not sure, maybe",PD,paper,Slight preference for Program B,Slight,B,absolute
R_3fN584buVNFokdb,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_3fN584buVNFokdb,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_3fN584buVNFokdb,No,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_3fN584buVNFokdb,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_3fN584buVNFokdb,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_Zn7GJrKUdp5u6EV,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_Zn7GJrKUdp5u6EV,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_Zn7GJrKUdp5u6EV,No,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_Zn7GJrKUdp5u6EV,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_Zn7GJrKUdp5u6EV,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_3rMN6IUjtWzaYdA,"I'm not sure, maybe",PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3rMN6IUjtWzaYdA,"I'm not sure, maybe",PD,recession,Slight preference for Program A,Slight,A,absolute
R_3rMN6IUjtWzaYdA,"I'm not sure, maybe",PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3rMN6IUjtWzaYdA,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_3rMN6IUjtWzaYdA,"I'm not sure, maybe",PD,paper,Slight preference for Program B,Slight,B,absolute
R_3ltzn1PhZN7PqBn,Yes,PD,amusement,Definitely Program B,Definitely,B,absolute
R_3ltzn1PhZN7PqBn,Yes,PD,recession,Definitely Program A,Definitely,A,absolute
R_3ltzn1PhZN7PqBn,Yes,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_3ltzn1PhZN7PqBn,Yes,PD,oil,Definitely Program B,Definitely,B,proportion
R_3ltzn1PhZN7PqBn,Yes,PD,paper,Definitely Program A,Definitely,A,proportion
R_pgCwFopl4N7tYjf,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_pgCwFopl4N7tYjf,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_pgCwFopl4N7tYjf,No,PD,plants,Definitely Program B,Definitely,B,absolute
R_pgCwFopl4N7tYjf,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_pgCwFopl4N7tYjf,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_22Jp6grkS81F9Gj,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_22Jp6grkS81F9Gj,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_22Jp6grkS81F9Gj,No,PD,plants,Definitely Program B,Definitely,B,absolute
R_22Jp6grkS81F9Gj,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_22Jp6grkS81F9Gj,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_30pNjxW806uuPXi,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_30pNjxW806uuPXi,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_30pNjxW806uuPXi,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_30pNjxW806uuPXi,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_30pNjxW806uuPXi,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_3mfbXcSlJMSlbJg,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_3mfbXcSlJMSlbJg,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_3mfbXcSlJMSlbJg,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3mfbXcSlJMSlbJg,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_3mfbXcSlJMSlbJg,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_1eDGwWwkcJ4RcHh,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_1eDGwWwkcJ4RcHh,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_1eDGwWwkcJ4RcHh,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_1eDGwWwkcJ4RcHh,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_1eDGwWwkcJ4RcHh,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_27qyv5Bel1mqFxf,"I'm not sure, maybe",PD,amusement,Slight preference for Program B,Slight,B,absolute
R_27qyv5Bel1mqFxf,"I'm not sure, maybe",PD,recession,Definitely Program A,Definitely,A,absolute
R_27qyv5Bel1mqFxf,"I'm not sure, maybe",PD,plants,Slight Preference for Program A,Slight,A,proportion
R_27qyv5Bel1mqFxf,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_27qyv5Bel1mqFxf,"I'm not sure, maybe",PD,paper,Slight preference for Program B,Slight,B,absolute
R_AzBa4CxaQ0AUFP3,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_AzBa4CxaQ0AUFP3,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_AzBa4CxaQ0AUFP3,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_AzBa4CxaQ0AUFP3,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_AzBa4CxaQ0AUFP3,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_2TLxKvKECbsTFdR,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_2TLxKvKECbsTFdR,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_2TLxKvKECbsTFdR,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_2TLxKvKECbsTFdR,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_2TLxKvKECbsTFdR,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_1f41O3bT8d4qnCS,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_1f41O3bT8d4qnCS,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_1f41O3bT8d4qnCS,No,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_1f41O3bT8d4qnCS,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_1f41O3bT8d4qnCS,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_50hX07iWPUyBvdD,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_50hX07iWPUyBvdD,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_50hX07iWPUyBvdD,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_50hX07iWPUyBvdD,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_50hX07iWPUyBvdD,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_1eE6wx2nF8cvSOT,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_1eE6wx2nF8cvSOT,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_1eE6wx2nF8cvSOT,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_1eE6wx2nF8cvSOT,No,PD,oil,Slight preference for Program B,Slight,B,proportion
R_1eE6wx2nF8cvSOT,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_2P8cJ2lBsyjGTlB,"I'm not sure, maybe",PD,amusement,Slight preference for Program B,Slight,B,absolute
R_2P8cJ2lBsyjGTlB,"I'm not sure, maybe",PD,recession,Definitely Program B,Definitely,B,proportion
R_2P8cJ2lBsyjGTlB,"I'm not sure, maybe",PD,plants,Definitely Program A,Definitely,A,proportion
R_2P8cJ2lBsyjGTlB,"I'm not sure, maybe",PD,oil,Definitely Program B,Definitely,B,proportion
R_2P8cJ2lBsyjGTlB,"I'm not sure, maybe",PD,paper,Definitely Program A,Definitely,A,proportion
R_3sv4xw6L5zoVixI,"I'm not sure, maybe",PD,amusement,Slight preference for Program A,Slight,A,proportion
R_3sv4xw6L5zoVixI,"I'm not sure, maybe",PD,recession,Slight preference for Program B,Slight,B,proportion
R_3sv4xw6L5zoVixI,"I'm not sure, maybe",PD,plants,Slight Preference for Program A,Slight,A,proportion
R_3sv4xw6L5zoVixI,"I'm not sure, maybe",PD,oil,Slight preference for Program B,Slight,B,proportion
R_3sv4xw6L5zoVixI,"I'm not sure, maybe",PD,paper,Slight preference for Program B,Slight,B,absolute
R_27PhNRrx7TiOnxL,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_27PhNRrx7TiOnxL,No,PD,recession,Slight preference for Program A,Slight,A,absolute
R_27PhNRrx7TiOnxL,No,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_27PhNRrx7TiOnxL,No,PD,oil,Slight preference for Program A,Slight,A,absolute
R_27PhNRrx7TiOnxL,No,PD,paper,Slight preference for Program B,Slight,B,absolute
R_ZsMPn5XJ1D0EdDX,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_ZsMPn5XJ1D0EdDX,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_ZsMPn5XJ1D0EdDX,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_ZsMPn5XJ1D0EdDX,No,PD,oil,Slight preference for Program B,Slight,B,proportion
R_ZsMPn5XJ1D0EdDX,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_3qJsVNh0pu6O3Dv,"I'm not sure, maybe",PD,amusement,Definitely Program A,Definitely,A,proportion
R_3qJsVNh0pu6O3Dv,"I'm not sure, maybe",PD,recession,Definitely Program B,Definitely,B,proportion
R_3qJsVNh0pu6O3Dv,"I'm not sure, maybe",PD,plants,Definitely Program A,Definitely,A,proportion
R_3qJsVNh0pu6O3Dv,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_3qJsVNh0pu6O3Dv,"I'm not sure, maybe",PD,paper,Definitely Program B,Definitely,B,absolute
R_1BW5H5J1jQFEpuk,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_1BW5H5J1jQFEpuk,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_1BW5H5J1jQFEpuk,No,PD,plants,Slight Preference for Program B,Slight,B,absolute
R_1BW5H5J1jQFEpuk,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_1BW5H5J1jQFEpuk,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_s6iUmY4UoTzeaPv,Yes,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_s6iUmY4UoTzeaPv,Yes,PD,recession,Slight preference for Program B,Slight,B,proportion
R_s6iUmY4UoTzeaPv,Yes,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_s6iUmY4UoTzeaPv,Yes,PD,oil,Slight preference for Program A,Slight,A,absolute
R_s6iUmY4UoTzeaPv,Yes,PD,paper,Slight preference for Program B,Slight,B,absolute
R_9SPpgQJ7iKbQSKR,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_9SPpgQJ7iKbQSKR,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_9SPpgQJ7iKbQSKR,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_9SPpgQJ7iKbQSKR,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_9SPpgQJ7iKbQSKR,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_DVkTUcJQPPTUhd7,No,PD,amusement,Slight preference for Program A,Slight,A,proportion
R_DVkTUcJQPPTUhd7,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_DVkTUcJQPPTUhd7,No,PD,plants,Slight Preference for Program A,Slight,A,proportion
R_DVkTUcJQPPTUhd7,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_DVkTUcJQPPTUhd7,No,PD,paper,Slight preference for Program A,Slight,A,proportion
R_qznZkCoLEOW5237,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_qznZkCoLEOW5237,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_qznZkCoLEOW5237,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_qznZkCoLEOW5237,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_qznZkCoLEOW5237,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_1ONTbHt5TJisuds,No,PD,amusement,Slight preference for Program B,Slight,B,absolute
R_1ONTbHt5TJisuds,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_1ONTbHt5TJisuds,No,PD,plants,Definitely Program B,Definitely,B,absolute
R_1ONTbHt5TJisuds,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_1ONTbHt5TJisuds,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_1OE4UYt6m2Rizjh,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_1OE4UYt6m2Rizjh,No,PD,recession,Slight preference for Program B,Slight,B,proportion
R_1OE4UYt6m2Rizjh,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_1OE4UYt6m2Rizjh,No,PD,oil,Definitely Program B,Definitely,B,proportion
R_1OE4UYt6m2Rizjh,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_3382OQGsnwVdry2,No,PD,amusement,Definitely Program A,Definitely,A,proportion
R_3382OQGsnwVdry2,No,PD,recession,Definitely Program B,Definitely,B,proportion
R_3382OQGsnwVdry2,No,PD,plants,Definitely Program A,Definitely,A,proportion
R_3382OQGsnwVdry2,No,PD,oil,Definitely Program B,Definitely,B,proportion
R_3382OQGsnwVdry2,No,PD,paper,Definitely Program A,Definitely,A,proportion
R_2diK6ujlpXeIGGg,No,PD,amusement,Definitely Program B,Definitely,B,absolute
R_2diK6ujlpXeIGGg,No,PD,recession,Definitely Program A,Definitely,A,absolute
R_2diK6ujlpXeIGGg,No,PD,plants,Definitely Program B,Definitely,B,absolute
R_2diK6ujlpXeIGGg,No,PD,oil,Definitely Program A,Definitely,A,absolute
R_2diK6ujlpXeIGGg,No,PD,paper,Definitely Program B,Definitely,B,absolute
R_OxUZEqBHHiUOFot,"I'm not sure, maybe",PD,amusement,Definitely Program B,Definitely,B,absolute
R_OxUZEqBHHiUOFot,"I'm not sure, maybe",PD,recession,Definitely Program A,Definitely,A,absolute
R_OxUZEqBHHiUOFot,"I'm not sure, maybe",PD,plants,Slight Preference for Program B,Slight,B,absolute
R_OxUZEqBHHiUOFot,"I'm not sure, maybe",PD,oil,Definitely Program A,Definitely,A,absolute
R_OxUZEqBHHiUOFot,"I'm not sure, maybe",PD,paper,Definitely Program B,Definitely,B,absolute
